time,manip_joint1/current,manip_joint1/voltage,manip_joint1/effort,manip_joint2/current,manip_joint2/voltage,manip_joint2/effort,manip_joint3/current,manip_joint3/voltage,manip_joint3/effort,manip_joint4/current,manip_joint4/voltage,manip_joint4/effort,manip_joint5/current,manip_joint5/voltage,manip_joint5/effort,manip_joint6/current,manip_joint6/voltage,manip_joint6/effort,manip_joint7/current,manip_joint7/voltage,manip_joint7/effort
0.002191985,-0.19368000000000002,13.600000000000001,-0.464832,-0.81776,13.600000000000001,-1.962624,-0.6940200000000001,13.4,-1.6656480000000002,-0.01076,13.4,-0.025824,0.02152,13.3,0.051648,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.002656127,-0.19368000000000002,13.600000000000001,-0.464832,-0.8339000000000001,13.600000000000001,-2.00136,-0.69133,13.4,-1.659192,-0.00807,13.4,-0.019368,0.01076,13.3,0.025824,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.003036168,-0.18561,13.600000000000001,-0.44546399999999997,-0.82314,13.600000000000001,-1.975536,-0.6940200000000001,13.4,-1.6656480000000002,-0.00807,13.4,-0.019368,0.01883,13.3,0.045191999999999996,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.003411048,-0.18292,13.600000000000001,-0.439008,-0.82314,13.5,-1.975536,-0.6940200000000001,13.4,-1.6656480000000002,-0.00807,13.4,-0.019368,0.01614,13.3,0.038736,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.003783775,-0.18561,13.600000000000001,-0.44546399999999997,-0.82852,13.600000000000001,-1.988448,-0.69671,13.4,-1.672104,-0.00807,13.4,-0.019368,0.0,13.3,0.0,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.004130897,-0.18561,13.600000000000001,-0.44546399999999997,-0.81238,13.5,-1.949712,-0.69671,13.4,-1.672104,-0.01345,13.4,-0.032279999999999996,0.0,13.3,0.0,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.00451493,-0.18561,13.600000000000001,-0.44546399999999997,-0.82045,13.5,-1.96908,-0.69671,13.4,-1.672104,-0.01076,13.4,-0.025824,0.03228,13.3,0.077472,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.004846364,-0.18561,13.600000000000001,-0.44546399999999997,-0.8258300000000001,13.4,-1.981992,-0.69671,13.3,-1.672104,-0.00807,13.4,-0.019368,0.01614,13.3,0.038736,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.005182732,-0.18561,13.600000000000001,-0.44546399999999997,-0.83121,13.5,-1.994904,-0.69671,13.4,-1.672104,-0.00807,13.4,-0.019368,0.00269,13.3,0.006456,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.005505796,-0.18561,13.600000000000001,-0.44546399999999997,-0.83121,13.4,-1.994904,-0.68864,13.4,-1.652736,-0.01345,13.4,-0.032279999999999996,0.00538,13.3,0.012912,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.005816217,-0.18561,13.600000000000001,-0.44546399999999997,-0.81238,13.5,-1.949712,-0.69671,13.4,-1.672104,-0.01614,13.4,-0.038736,0.01614,13.3,0.038736,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.006155793,-0.18561,13.600000000000001,-0.44546399999999997,-0.82852,13.4,-1.988448,-0.69671,13.4,-1.672104,-0.00807,13.4,-0.019368,0.01345,13.3,0.032279999999999996,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.006500909,-0.19637000000000002,13.600000000000001,-0.47128800000000004,-0.83121,13.5,-1.994904,-0.6994,13.4,-1.67856,-0.01076,13.4,-0.025824,0.00269,13.3,0.006456,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.00682686,-0.18561,13.600000000000001,-0.44546399999999997,-0.82314,13.5,-1.975536,-0.69671,13.4,-1.672104,-0.00538,13.4,-0.012912,0.00269,13.3,0.006456,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.00715888,-0.18292,13.600000000000001,-0.439008,-0.8150700000000001,13.5,-1.9561680000000001,-0.69671,13.4,-1.672104,-0.01614,13.4,-0.038736,0.03228,13.3,0.077472,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.024294716,-0.18561,13.600000000000001,-0.44546399999999997,-0.83121,13.5,-1.994904,-0.69671,13.4,-1.672104,-0.00807,13.4,-0.019368,0.00538,13.3,0.012912,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.057224743,-0.18561,13.600000000000001,-0.44546399999999997,-0.8339000000000001,13.5,-2.00136,-0.68864,13.4,-1.652736,-0.00807,13.4,-0.019368,0.01614,13.3,0.038736,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.090126801,-0.18561,13.600000000000001,-0.44546399999999997,-0.8339000000000001,13.600000000000001,-2.00136,-0.69671,13.4,-1.672104,-0.00538,13.4,-0.012912,0.02152,13.3,0.051648,-0.0,13.4,-0.0,-0.0,13.4,-0.0
0.124247492,-0.06725,13.700000000000001,-0.16140000000000002,-0.28783000000000003,13.600000000000001,-0.6907920000000001,-0.26631,13.600000000000001,-0.6391439999999999,0.0,13.600000000000001,0.0,-0.00269,13.5,-0.006456,-0.0,13.5,-0.0,-0.0,13.5,-0.0
0.157110637,-0.048420000000000005,13.700000000000001,-0.116208,-0.27438,13.700000000000001,-0.658512,-0.27169,13.600000000000001,-0.652056,-0.01345,13.600000000000001,-0.032279999999999996,0.0,13.5,0.0,-0.0,13.600000000000001,-0.0,-0.0,13.600000000000001,-0.0
