time,manip_joint1/current,manip_joint1/voltage,manip_joint1/effort,manip_joint2/current,manip_joint2/voltage,manip_joint2/effort,manip_joint3/current,manip_joint3/voltage,manip_joint3/effort,manip_joint4/current,manip_joint4/voltage,manip_joint4/effort,manip_joint5/current,manip_joint5/voltage,manip_joint5/effort,manip_joint6/current,manip_joint6/voltage,manip_joint6/effort,manip_joint7/current,manip_joint7/voltage,manip_joint7/effort
0.002605493,-0.1883,13.600000000000001,-0.45192,-0.7747200000000001,13.5,-1.859328,-0.6751900000000001,13.4,-1.6204560000000001,-0.01076,13.4,-0.025824,0.01614,13.3,0.038736,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.003152749,-0.1883,13.600000000000001,-0.45192,-0.7532,13.5,-1.80768,-0.6725,13.4,-1.6139999999999999,-0.01345,13.4,-0.032279999999999996,0.02152,13.3,0.051648,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.003622114,-0.1883,13.600000000000001,-0.45192,-0.7532,13.5,-1.80768,-0.6751900000000001,13.3,-1.6204560000000001,-0.00807,13.4,-0.019368,0.01614,13.3,0.038736,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.004054936,-0.1883,13.600000000000001,-0.45192,-0.7747200000000001,13.5,-1.859328,-0.6725,13.4,-1.6139999999999999,-0.01345,13.4,-0.032279999999999996,0.01883,13.3,0.045191999999999996,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.004498031,-0.19368000000000002,13.600000000000001,-0.464832,-0.76665,13.5,-1.83996,-0.66712,13.4,-1.601088,-0.01614,13.4,-0.038736,0.01345,13.3,0.032279999999999996,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.004926845,-0.18561,13.600000000000001,-0.44546399999999997,-0.76665,13.5,-1.83996,-0.66712,13.4,-1.601088,-0.01076,13.4,-0.025824,0.0,13.3,0.0,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.005373962,-0.18561,13.600000000000001,-0.44546399999999997,-0.77203,13.5,-1.8528719999999999,-0.66981,13.4,-1.607544,-0.01345,13.4,-0.032279999999999996,0.00807,13.3,0.019368,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.005842133,-0.1883,13.600000000000001,-0.45192,-0.77203,13.5,-1.8528719999999999,-0.66712,13.4,-1.601088,-0.01345,13.4,-0.032279999999999996,0.00538,13.3,0.012912,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.006290808,-0.1883,13.600000000000001,-0.45192,-0.77203,13.5,-1.8528719999999999,-0.6725,13.4,-1.6139999999999999,-0.01345,13.4,-0.032279999999999996,0.01345,13.3,0.032279999999999996,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.006718148,-0.1883,13.600000000000001,-0.45192,-0.7747200000000001,13.5,-1.859328,-0.66712,13.4,-1.601088,-0.01614,13.4,-0.038736,0.0,13.3,0.0,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.007167898,-0.19368000000000002,13.600000000000001,-0.464832,-0.7639600000000001,13.5,-1.833504,-0.68057,13.4,-1.633368,-0.00807,13.4,-0.019368,0.01883,13.3,0.045191999999999996,-0.0,13.4,-0.0,-0.0,13.3,-0.0
0.007655675,-0.1883,13.600000000000001,-0.45192,-0.7639600000000001,13.5,-1.833504,-0.66981,13.4,-1.607544,-0.01076,13.4,-0.025824,0.0,13.3,0.0,-0.0,13.4,-0.0,-0.0,13.3,-0.0
